"company","bean_origin","REF","review_date","cocoa_percent","company_location","rating","bean_type","broad_bean_origin","cacao_decimal"
"Burnt Fork Bend","Ecuador, Bob Bar",1323,2014,"60%","U.S.A.",2.5," ","Ecuador",0.6
"Cacao Arabuco","Puerto Rico",1606,2015,"70%","Puerto Rico",2.5," ","Puerto Rico",0.7
"Cacao Atlanta","Tumbes",1215,2014,"75%","U.S.A.",2.5,"Criollo","Peru",0.75
"Cacao Atlanta","Dominican Republic, ""Love Bar""",502,2010,"75%","U.S.A.",2.5," ","Dominican Republic",0.75
"Cacao Atlanta","Dominican Republic w/ nibs",502,2010,"75%","U.S.A.",2.75," ","Dominican Republic",0.75
"Cacao Atlanta","Patanemo",600,2010,"75%","U.S.A.",2.25," ","Venezuela",0.75
"Cacao Barry","Grand 'Anse",1716,2016,"65%","France",3.5,"Trinitario, Criollo","Haiti",0.65
"Cacao Barry","Santo Domingo",586,2010,"70%","France",3," ","Dominican Republic",0.7
"Cacao Barry","Tanzania",300,2008,"75%","France",2," ","Tanzania",0.75
"Cacao Barry","Venezuela",141,2007,"72%","France",2," ","Venezuela",0.72
"Cacao Barry","Mexico",147,2007,"66%","France",3," ","Mexico",0.66
"Cacao de Origen","Chuao",1688,2015,"77%","Venezuela",3.5,"Trinitario","Venezuela",0.77
"Cacao de Origen","Rio Caribe",1692,2015,"75%","Venezuela",3.25,"Trinitario","Venezuela",0.75
"Cacao de Origen","Agua Fria; Sucre region",1391,2014,"75%","Venezuela",2.5," ","Venezuela",0.75
"Cacao de Origen","Macuare; Miranda; Chloe formula",1391,2014,"74%","Venezuela",3.25," ","Venezuela",0.74
"Cacao de Origen","Chuao, Aragua region",1391,2014,"75%","Venezuela",3.5,"Trinitario","Venezuela",0.75
"Cacao de Origen","Chuao, Aragua region",1395,2014,"70%","Venezuela",3.75,"Trinitario","Venezuela",0.7
"Cacao de Origin","Hacienda la Trinidad",1668,2015,"74%","Venezuela",3.25," ","Venezuela",0.74
"Cacao Hunters","Macondo",1816,2016,"71%","Colombia",3.75," ","Colombia",0.71
"Cacao Hunters","Perla Negra",1816,2016,"74%","Colombia",3.75," ","Colombia",0.74
"Cacao Hunters","Arhuacos",1662,2015,"72%","Colombia",3.75," ","Colombia",0.72
"Cacao Hunters","Sierra Nevada",1430,2014,"64%","Colombia",3.5," ","Colombia",0.64
"Cacao Hunters","Tumaco",1430,2014,"70%","Colombia",3.5," ","Colombia",0.7
"Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,"69%","Colombia",2.75," ","Colombia",0.69
"Cacao Hunters","Arauca",1434,2014,"70%","Colombia",3.25," ","Colombia",0.7
"Cacao Market","Jutiapa, lot 050916D",1860,2016,"70%","U.S.A.",3.5,"Trinitario","Honduras",0.7
"Cacao Prieto","Criollo, Dominican Republic",991,2012,"72%","U.S.A.",3.75,"Criollo","Dominican Republic",0.72
"Cacao Prieto","Dominican Republicm, rustic",641,2011,"72%","U.S.A.",3," ","Dominican Republic",0.72
"Cacao Prieto","Dominican Republic",641,2011,"66%","U.S.A.",3.75," ","Dominican Republic",0.66
"Cacao Prieto","Dominican Republic, rustic",647,2011,"65%","U.S.A.",3.25," ","Dominican Republic",0.65
"Cacao Sampaka","Mahali, Kasai",1908,2016,"70%","Spain",3.5,"Criollo","Congo",0.7
"Cacao Sampaka","Madagascar",508,2010,"71%","Spain",3.5,"Trinitario","Madagascar",0.71
"Cacao Sampaka","Ecuador",523,2010,"71%","Spain",3.75," ","Ecuador",0.71
"Cacao Sampaka","Papua",523,2010,"71%","Spain",4," ","Papua New Guinea",0.71
"Cacao Sampaka","Grenada",537,2010,"71%","Spain",3.25,"Trinitario","Grenada",0.71
"Cacao Sampaka","Venezuela",537,2010,"71%","Spain",3.5," ","Venezuela",0.71
"Cacao Sampaka","Venezuela",537,2010,"77%","Spain",3.5," ","Venezuela",0.77
"Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,"70%","Spain",4,"Criollo","Mexico",0.7
"Cacao Sampaka","Xoconusco, Chiapas",346,2009,"70%","Spain",4,"Criollo","Mexico",0.7
"Cacao Store","Madagascar",1684,2015,"70%","Japan",3,"Trinitario","Madagascar",0.7
"Cacao Store","Peru",1684,2015,"70%","Japan",3.25," ","Peru",0.7
"Cacao Store","Vietnam",1684,2015,"70%","Japan",3.5,"Trinitario","Vietnam",0.7
"Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,"70%","Peru",3.25," ","Peru",0.7
"Cacaoyere (Ecuatoriana)","Amazonia",237,2008,"63%","Ecuador",3.5,"Forastero (Arriba)","Ecuador",0.63
"Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,"71%","Ecuador",3.5,"Forastero (Arriba)","Ecuador",0.71
"Cacaoyere (Ecuatoriana)","Bolivar",245,2008,"82%","Ecuador",2.5,"Forastero (Arriba)","Ecuador",0.82
"Cacaoyere (Ecuatoriana)","Pichincha",259,2008,"91%","Ecuador",1.5,"Forastero (Arriba)","Ecuador",0.91
"Callebaut","Grenade",296,2008,"60%","Belgium",2.75,"Trinitario","Grenada",0.6
"Callebaut","Baking",141,2007,"70%","Belgium",1," ","Ecuador",0.7
"C-Amaro","Cuba",1442,2014,"75%","Italy",2.5," ","Cuba",0.75
"C-Amaro","Dominican Republic",1442,2014,"72%","Italy",3," ","Dominican Republic",0.72
"C-Amaro","Lago di Como, Blu",1442,2014,"70%","Italy",3.5,"Blend"," ",0.7
"C-Amaro","Ecuador",1185,2013,"100%","Italy",3.5," ","Ecuador",1
"C-Amaro","Venezuela",809,2012,"80%","Italy",3," ","Venezuela",0.8
"C-Amaro","Sao Tome",749,2011,"78%","Italy",2.25,"Forastero","Sao Tome",0.78
"C-Amaro","Trinidad",765,2011,"70%","Italy",2.5,"Trinitario","Trinidad",0.7
"Cao","Porcelana",1804,2016,"75%","U.S.A.",2.5,"Criollo","Venezuela",0.75
"Cao","Tanzania",1804,2016,"73%","U.S.A.",2.75," ","Tanzania",0.73
"Cao","Porcelana, Batch 5163",1804,2016,"70%","U.S.A.",3,"Criollo","Venezuela",0.7
"Cao","Bolivia",1808,2016,"75%","U.S.A.",3," ","Bolivia",0.75
"Cao","Brazil",1808,2016,"70%","U.S.A.",3.25,"Trinitario","Brazil",0.7
"Caoni (Tulicorp)","Esmeraldas",237,2008,"77%","Ecuador",2,"Forastero (Arriba)","Ecuador",0.77
"Caoni (Tulicorp)","Manabi",237,2008,"77%","Ecuador",2.5,"Forastero (Arriba)","Ecuador",0.77
"Caoni (Tulicorp)","Los Rios",245,2008,"77%","Ecuador",2.75,"Forastero (Arriba)","Ecuador",0.77
"Caoni (Tulicorp)","Manabi",266,2008,"55%","Ecuador",3,"Forastero (Arriba)","Ecuador",0.55
"Caoni (Tulicorp)","Los Rios",269,2008,"55%","Ecuador",3.25,"Forastero (Arriba)","Ecuador",0.55
"Caoni (Tulicorp)","Esmeraldas",269,2008,"55%","Ecuador",3.5,"Forastero (Arriba)","Ecuador",0.55
"Captain Pembleton","Saidor Estate, Madang P.",1263,2014,"70%","New Zealand",3.5,"Trinitario","Papua New Guinea",0.7
"Captain Pembleton","Kulili Estate",1263,2014,"70%","New Zealand",3.75," ","Papua New Guinea",0.7
"Caribeans","Antigua, Special Reserve",1582,2015,"72%","Costa Rica",3.5," ","Guatemala",0.72
"Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,"72%","Costa Rica",3.25," ","Costa Rica",0.72
"Caribeans","Anselmo Paraiso Estate",1586,2015,"72%","Costa Rica",3.5," ","Costa Rica",0.72
"Caribeans","Costa Rica",841,2012,"72%","Costa Rica",3,"Forastero","Costa Rica",0.72
"Caribeans","Costa Rica",845,2012,"80%","Costa Rica",2.75,"Forastero","Costa Rica",0.8
"Carlotta Chocolat","Arauca",1884,2016,"65%","Colombia",3,"Trinitario","Colombia",0.65
"Carlotta Chocolat","Tumaco",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia",0.65
"Carlotta Chocolat","Cordoba",1888,2016,"65%","Colombia",3.25,"Trinitario","Colombia",0.65
"Carlotta Chocolat","Huila",1888,2016,"65%","Colombia",3.5,"Trinitario","Colombia",0.65
"Carlotta Chocolat","Cesar",1888,2016,"65%","Colombia",3.5,"CCN51","Colombia",0.65
"Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,"72%","U.S.A.",4,"Trinitario","Belize",0.72
"Castronovo","the lost city, gracias a dias, batch 362",1570,2015,"72%","U.S.A.",3.5,"Trinitario","Honduras",0.72
"Castronovo","Duarte, Batch 360",1570,2015,"70%","U.S.A.",3.75,"Criollo, Trinitario","Domincan Republic",0.7
"Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,"72%","U.S.A.",3.5," ","Venezuela",0.72
"Castronovo","Sierra Nevada",1347,2014,"72%","U.S.A.",3.5,"Criollo, Trinitario","Colombia",0.72
"Castronovo","Arauca",1371,2014,"76%","U.S.A.",3.5,"Criollo, Trinitario","Colombia",0.76
"Castronovo","Elvesia P.",1407,2014,"70%","U.S.A.",2.75,"Trinitario","Dominican Republic",0.7
"Castronovo","Bolivia",1101,2013,"70%","U.S.A.",3,"Trinitario","Bolivia",0.7
"Castronovo","Conacado",1101,2013,"73%","U.S.A.",3.5,"Trinitario","Dominican Republic",0.73
"Castronovo","San Martin",1105,2013,"70%","U.S.A.",2.5,"Criollo","Peru",0.7
"Castronovo","Guaniamo, Amazonas",1105,2013,"70%","U.S.A.",3.25," ","Venezuela",0.7
"Castronovo","Nicaragua",1109,2013,"72%","U.S.A.",3.25,"Trinitario","Nicaragua",0.72
"Castronovo","Tumbes",1153,2013,"70%","U.S.A.",2.75,"Criollo","Peru",0.7
"Castronovo","Guaniamo",1153,2013,"72%","U.S.A.",3," ","Venezuela",0.72
"Cello","Ecuador",1247,2014,"70%","U.S.A.",2.5," ","Ecuador",0.7
"Cello","Peru",1247,2014,"70%","U.S.A.",2.75," ","Peru",0.7
"Cello","Venezuela",1251,2014,"70%","U.S.A.",2.75," ","Venezuela",0.7
"Cello","Bolivia",1251,2014,"70%","U.S.A.",3," ","Bolivia",0.7
"Cemoi","Equateur",404,2009,"72%","France",2.75," ","Ecuador",0.72
"Chaleur B","Uganda",1426,2014,"70%","Canada",2.75,"Forastero","Uganda",0.7
"Charm School","Maya Mtn",1900,2016,"70%","U.S.A.",3.25," ","Belize",0.7
"Chchukululu (Tulicorp)","Arriba",486,2010,"55%","Ecuador",2.75,"Forastero (Arriba)","Ecuador",0.55
"Chchukululu (Tulicorp)","Los Rios",252,2008,"75%","Ecuador",3,"Forastero (Arriba)","Ecuador",0.75
"Chequessett","la Amistad",1235,2014,"70%","U.S.A.",3.5," ","Costa Rica",0.7
"Chloe Chocolat","Blend No. 1",672,2011,"70%","France",3.5," "," ",0.7
"Chocablog","Ecuador",1454,2015,"70%","U.K.",3.25," ","Ecuador",0.7
"Choco Del Sol","Maya Mountain w/ nibs",1407,2014,"75%","Germany",3,"Trinitario","Belize",0.75
"Choco Del Sol","Maya Mountain",1407,2014,"82%","Germany",3.25,"Trinitario","Belize",0.82
"Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,"70%","South Korea",2.75,"Trinitario","Vietnam",0.7
"Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,"70%","South Korea",3.5,"Trinitario","Malaysia",0.7
"Chocolarder","Peru",1482,2015,"65%","U.K.",2.5,"Criollo","Peru",0.65
"Chocolarder","Peru + nibs",1482,2015,"65%","U.K.",2.75,"Criollo","Peru",0.65
"Chocolarder","Dominican Republic",1514,2015,"80%","U.K.",2.5," ","Dominican Republic",0.8
"Chocola'te","Madagascar",647,2011,"70%","U.S.A.",3.75,"Trinitario","Madagascar",0.7
"Chocola'te","Venezuela",647,2011,"68%","U.S.A.",3.75," ","Venezuela",0.68
"Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,"90%","U.S.A.",2.5," ","Peru",0.9
"Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,"80%","U.S.A.",2.5," "," ",0.8
"Chocolate Con Amor","Wild Bolivian",1760,2016,"70%","U.S.A.",2.5," ","Bolivia",0.7
"Chocolate Con Amor","Uganda",1760,2016,"70%","U.S.A.",2.75," ","Uganda",0.7
"Chocolate Con Amor","Dominican Republic",1764,2016,"60%","U.S.A.",3," ","Dominican Republic",0.6
"Chocolate Con Amor","Dominican Republic",1764,2016,"75%","U.S.A.",3," ","Dominican Republic",0.75
"Chocolate Con Amor","Ocumare",1764,2016,"80%","U.S.A.",3,"Criollo (Ocumare)","Venezuela",0.8
"Chocolate Con Amor","Ecuador",1764,2016,"70%","U.S.A.",3.25," ","Ecuador",0.7
"Chocolate Con Amor","Nicaragua",1768,2016,"80%","U.S.A.",2.75," ","Nicaragua",0.8
"Chocolate Conspiracy","Peru",1259,2014,"74%","U.S.A.",2.75," ","Peru",0.74
"Chocolate Makers","Tres Hombres",1530,2015,"75%","Amsterdam",3.25,"Trinitario","Dominican Republic",0.75
"Chocolate Makers","Congo, Gorilla bar",1530,2015,"68%","Amsterdam",3.5,"Forastero","Congo",0.68
"Chocolate Makers","Peru, Awagum bar",1530,2015,"80%","Amsterdam",3.75,"Criollo","Peru",0.8
"Chocolate Tree, The","Maranon",1582,2015,"69%","Scotland",3.75,"Forastero (Nacional)","Peru",0.69
"Chocolate Tree, The","Carenero Superior",1582,2015,"80%","Scotland",3.75,"Trinitario","Venezuela",0.8
"Chocolate Tree, The","Peru",1121,2013,"70%","Scotland",3.75,"Forastero (Nacional)","Peru",0.7
"Chocolate Tree, The","Ecuador",919,2012,"82%","Scotland",2.5,"Forastero (Arriba)","Ecuador",0.82
"Chocolate Tree, The","Peru",919,2012,"68%","Scotland",2.75,"Criollo","Peru",0.68
"Chocolate Tree, The","Madagascar",919,2012,"72%","Scotland",3.25,"Criollo","Madagascar",0.72
"Chocolats Privilege","Xoconusco",1219,2014,"70%","Canada",2.5,"Criollo","Mexico",0.7
"ChocoReko","Patanemo",1454,2015,"77%","Japan",3,"Criollo","Venezuela",0.77
"Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,"65%","Canada",3.25," ","Mexico",0.65
"Chocovic","Xoconusco",478,2010,"71%","Spain",3.25,"Criollo","Mexico",0.71
"Chocovic","Sambirano",478,2010,"71%","Spain",3.5,"Trinitario","Madagascar",0.71
"Chocovic","Kendari",439,2009,"60%","Spain",3.25," "," ",0.6
"Chocovic","Tarakan",439,2009,"75%","Spain",3.25," "," ",0.75
"Chocovic","Ocumare",209,2008,"71%","Spain",3.5,"Criollo","Venezuela",0.71
"Chocovic","Bolivar, Guaranda",117,2007,"71%","Spain",2.5,"Forastero (Arriba)","Ecuador",0.71
"Chocovic","Guyave",117,2007,"71%","Spain",2.5,"Trinitario","Grenada",0.71
"Chocovic","Maragda",117,2007,"70%","Spain",3,"Blend"," ",0.7
"Chocovivo","Tabasco",1522,2015,"65%","U.S.A.",2.5,"Trinitario","Mexico",0.65
"Chocovivo","Tabasco",1522,2015,"75%","U.S.A.",2.5,"Trinitario","Mexico",0.75
"Choklat","Ocumare",377,2009,"80%","Canada",2.5,"Criollo","Venezuela",0.8
"Choklat","Porcelana, Tabasco",377,2009,"70%","Canada",2.75,"Criollo","Mexico",0.7
"Choklat","Brazilian",377,2009,"70%","Canada",3," ","Brazil",0.7
"Choklat","Brazilian",377,2009,"80%","Canada",3," ","Brazil",0.8
"Choklat","Ocumare",377,2009,"70%","Canada",3,"Criollo","Venezuela",0.7
"Chokolat Elot (Girard)","Guadeloupe",1149,2013,"42%","Martinique",2.75," ","Martinique",0.42
"Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,"75%","Canada",3.25," ","Mexico",0.75
"Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,"68%","Canada",3.75,"Forastero (Nacional)","Peru",0.68
"Chuao Chocolatier","Choroni",445,2009,"61%","U.S.A.",3,"Criollo","Venezuela",0.61
"Chuao Chocolatier (Pralus)","Chuao",486,2010,"77%","U.S.A.",2.75,"Trinitario","Venezuela",0.77
"Claudio Corallo","Terreiro Velho P.",470,2010,"73.5%","Sao Tome",3.75,"Forastero","Sao Tome & Principe",0.735
"Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,"80%","Sao Tome",3,"Forastero","Sao Tome & Principe",0.8
"Claudio Corallo","Terreiro Velho P.",227,2008,"75%","Sao Tome",4,"Forastero","Sao Tome & Principe",0.75
"Claudio Corallo","Principe",252,2008,"100%","Sao Tome",1,"Forastero","Sao Tome & Principe",1
"Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,"73%","U.S.A.",3.5," ","Ecuador",0.73
"Coleman & Davis","Sambirano",1646,2015,"75%","U.S.A.",3,"Trinitario","Madagascar",0.75
"Compania de Chocolate (Salgado)","Sur del Lago",579,2010,"70%","Argentina",3.25," ","Venezuela",0.7
"Compania de Chocolate (Salgado)","Carenero Superior",292,2008,"80%","Argentina",2.75,"Trinitario","Venezuela",0.8
"Compania de Chocolate (Salgado)","Moxos",292,2008,"72%","Argentina",3.25," ","Bolivia",0.72
"Compania de Chocolate (Salgado)","Ocumare",292,2008,"70%","Argentina",3.75,"Criollo","Venezuela",0.7
"Compania de Chocolate (Salgado)","Esmeraldas",296,2008,"88%","Argentina",2.75,"Forastero (Nacional)","Ecuador",0.88
"Condor","Camino Verde",1630,2015,"76%","U.S.A.",3.5," ","Ecuador",0.76
"Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,"78%","U.S.A.",2.75,"Trinitario","Vietnam",0.78
"Coppeneur","Ecuador, Puristique",1169,2013,"65%","Germany",3.25,"Forastero (Nacional)","Ecuador",0.65
"Coppeneur","Ghana Puristique",813,2012,"85%","Germany",3.5,"Forastero","Ghana",0.85
"Coppeneur","Ecuador Puristique",817,2012,"100%","Germany",1.5," ","Ecuador",1
"Coppeneur","Uba Budo",821,2012,"72%","Germany",3.75,"Forastero","Sao Tome & Principe",0.72
"Coppeneur","Madagascar",959,2012,"70%","Germany",3.5,"Trinitario","Madagascar",0.7
"Coppeneur","Grenada",470,2010,"72%","Germany",3.25,"Trinitario","Grenada",0.72
"Coppeneur","Chuao",478,2010,"70%","Germany",3,"Trinitario","Venezuela",0.7
"Coppeneur","Los Rios, H. Iara",558,2010,"72%","Germany",2.5,"Nacional","Ecuador",0.72
"Coppeneur","Trinidad",558,2010,"72%","Germany",3,"Trinitario","Trinidad",0.72
"Coppeneur","Jamaica",558,2010,"72%","Germany",3.25,"Trinitario","Jamaica",0.72
"Coppeneur","Ocumare 61",558,2010,"72%","Germany",3.25,"Criollo (Ocumare 61)","Venezuela",0.72
"Coppeneur","Porcelana, Apotequil",341,2009,"72%","Germany",3,"Criollo","Peru",0.72
"Coppeneur","Porcelana, Apotequil",445,2009,"62%","Germany",3.25,"Criollo","Peru",0.62
"Coppeneur","Chuao 100hr",451,2009,"70%","Germany",3.5,"Criollo, Trinitario","Venezuela",0.7
"Coppeneur","Chuao 70hr",451,2009,"70%","Germany",3.75,"Criollo, Trinitario","Venezuela",0.7
"Coppeneur","Porcelana, Tabasco, Mexico",220,2008,"72%","Germany",3,"Criollo","Mexico",0.72
"Coppeneur","Porcelana, Venezuela",220,2008,"72%","Germany",3,"Criollo (Porcelana)","Venezuela",0.72
"Coppeneur","Sambirano, Menava P.",196,2007,"72%","Germany",3,"Trinitario","Madagascar",0.72
"Cote d' Or (Kraft)","Sensations Intense",48,2006,"70%","Belgium",1," "," ",0.7
"Cravve","New Ireland",1283,2014,"70%","Australia",2.5,"Forastero","Papua New Guinea",0.7
"Cravve","Vanuatu, batch 2410",1335,2014,"83%","Australia",2.75,"Trinitario","Vanuatu",0.83
"Cravve","Tanzania, batch a1",971,2012,"75%","Australia",3.25,"Forastero","Tanzania",0.75
"Cravve","Bahia, batch a1213",975,2012,"65%","Australia",3.25,"Trinitario","Brazil",0.65
"Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,"67%","Australia",3.25,"Trinitario","Fiji",0.67
"Cravve","Vanuatu",975,2012,"64%","Australia",3.25,"Trinitario","Vanuatu",0.64
"Cravve","Djual Island",975,2012,"75%","Australia",3.5,"Forastero","Papua New Guinea",0.75
"Creo","""heirloom"", Arriba Nacional",1736,2016,"85%","U.S.A.",3.25,"Forastero (Nacional)","Ecuador",0.85
"Creo","""heirloom"", Arriba Nacional",1736,2016,"73%","U.S.A.",3.75,"Forastero (Nacional)","Ecuador",0.73
"Daintree","Goodman Estate",1654,2015,"70%","Australia",2.75," ","Australia",0.7
"Daintree","Daintree Estates, N. Queensland",785,2011,"70%","Australia",3.25," ","Australia",0.7
"Dalloway","Dominican Republic, batch 7",1928,2017,"72%","U.S.A.",2.75," ","Dominican Republic",0.72
"Damson","Robson Estate",1610,2015,"70%","U.K.",3,"Trinitario","Trinidad",0.7
"Damson","Los Rios",1610,2015,"70%","U.K.",3.5," ","Ecuador",0.7
"Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,"70%","U.K.",2.25," ","Grenada",0.7
"Damson","O'Payo",1666,2015,"70%","U.K.",2.75," ","Nicaragua",0.7
"Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,"70%","U.S.A.",3.75," "," ",0.7
"Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,"70%","U.S.A.",3,"Trinitario","Belize",0.7
"Dandelion","Maya Mountain",1219,2014,"70%","U.S.A.",3.5,"Trinitario","Belize",0.7
"Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,"70%","U.S.A.",3.5," ","Ecuador",0.7
"Dandelion","Buto",1303,2014,"70%","U.S.A.",2.75," ","Liberia",0.7
"Dandelion","San Francisco de Macoris, Cibao region",1387,2014,"70%","U.S.A.",3.75," ","Dominican Republic",0.7
"Dandelion","Cumboto, farmer Jose Lugo",1026,2013,"70%","U.S.A.",2.75," ","Venezuela",0.7
"Dandelion","Patanemo",1026,2013,"70%","U.S.A.",3.25," ","Venezuela",0.7
"Dandelion","Mantuano, 2012",1085,2013,"70%","U.S.A.",3.5," ","Venezuela",0.7
"Dandelion","Papua New Guinea",1153,2013,"70%","U.S.A.",3.5," ","Papua New Guinea",0.7
"Dandelion","Upala",805,2012,"70%","U.S.A.",3," ","Costa Rica",0.7
"Dandelion","Colombian",805,2012,"70%","U.S.A.",3.25," ","Colombia",0.7
"Dandelion","Elvesia, 2011",915,2012,"70%","U.S.A.",3.75," ","Dominican Republic",0.7
"Dandelion","Dominican Republic",654,2011,"70%","U.S.A.",3.25," ","Dominican Republic",0.7
"Dandelion","Madagascar",654,2011,"70%","U.S.A.",3.25,"Trinitario","Madagascar",0.7
"Dandelion","Tanzania",654,2011,"70%","U.S.A.",3.25," ","Tanzania",0.7
"Danta","Los Ujuxtes",1223,2014,"82%","Guatemala",3.25," ","Guatemala",0.82
"Danta","Chuao",987,2012,"75%","Guatemala",3,"Trinitario","Venezuela",0.75
"Danta","Los Ujuxtes",987,2012,"70%","Guatemala",3.75," ","Guatemala",0.7
"Danta","Sambirano",987,2012,"70%","Guatemala",3.75,"Trinitario","Madagascar",0.7
"Danta","Las Acacias E.",987,2012,"70%","Guatemala",4,"Criollo","Guatemala",0.7
"Danta","Oscuro, Finca Chimelb",991,2012,"70%","Guatemala",3.25," ","Guatemala",0.7
"Danta","Los Ujuxtes",661,2011,"60%","Guatemala",3.5," ","Guatemala",0.6
"Danta","Las Acacias E.",423,2009,"75%","Guatemala",3,"Criollo","Guatemala",0.75
"Danta","Las Acacias E.",423,2009,"60%","Guatemala",3.25,"Criollo","Guatemala",0.6
"DAR","Venezuela, batch 122",1920,2016,"72%","U.S.A.",2.75," ","Venezuela",0.72
"DAR","Vietnam",1920,2016,"72%","U.S.A.",3,"Trinitario","Vietnam",0.72
"DAR","DUO, batch 002",1920,2016,"70%","U.S.A.",3.25," ","Ecuador, Costa Rica",0.7
"Dark Forest","Bolivia",1708,2016,"75%","U.S.A.",3.25," ","Bolivia",0.75
"Dark Forest","Madagascar",1550,2015,"70%","U.S.A.",3,"Trinitario","Madagascar",0.7
"Dark Forest","Ocumare",1550,2015,"70%","U.S.A.",3.25," ","Venezuela",0.7
"Dark Forest","Tanzania",1554,2015,"70%","U.S.A.",3," ","Tanzania",0.7
"Dark Forest","Ecuador",1554,2015,"70%","U.S.A.",3.25," ","Ecuador",0.7
"Davis","Ghana",1093,2013,"70%","U.S.A.",2.5,"Forastero","Ghana",0.7
"Davis","Rainforest",1093,2013,"70%","U.S.A.",2.75," ","Dominican Republic",0.7
"Davis","Venezuela",1093,2013,"70%","U.S.A.",2.75," ","Venezuela",0.7
"Davis","West Africa",907,2012,"58%","U.S.A.",3.25,"Forastero","West Africa",0.58
"De Mendes","Nativo, Varzea",1462,2015,"72%","Brazil",3.5," ","Brazil",0.72
"De Mendes","Selvagem, Jari",1462,2015,"65%","Brazil",3.5," ","Brazil",0.65
"De Villiers","Bundibugyo District",1832,2016,"70%","South Africa",2.5,"Forastero","Uganda",0.7
"De Villiers","Sambirano Valley, batch 2477",1832,2016,"70%","South Africa",3," ","Madagascar",0.7
"Dean and Deluca (Belcolade)","Madagascar",170,2007,"66%","U.S.A.",2.5,"Trinitario","Madagascar",0.66
"Dean and Deluca (Belcolade)","Costa Rica",175,2007,"64%","U.S.A.",3," ","Costa Rica",0.64
"Dean and Deluca (Belcolade)","Ecuador",175,2007,"71%","U.S.A.",3," ","Ecuador",0.71
"Dean and Deluca (Belcolade)","Ghana",175,2007,"60%","U.S.A.",3,"Forastero","Ghana",0.6
"Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,"64%","U.S.A.",3," ","Papua New Guinea",0.64
"Dean and Deluca (Belcolade)","Peru",180,2007,"64%","U.S.A.",3," ","Peru",0.64
"Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,"64%","France",3," ","Papua New Guinea",0.64
"Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,"66%","France",3.75," ","Venezuela",0.66
"Desbarres","Kilombero, batch 41",1916,2016,"72%","Canada",2.5," ","Tanzania",0.72
"DeVries","Bolivian",241,2008,"80%","U.S.A.",2.75," ","Bolivia",0.8
"DeVries","Costa Rica",166,2007,"77%","U.S.A.",3.5,"Trinitario","Costa Rica",0.77
"DeVries","Dominican Republic",166,2007,"77%","U.S.A.",3.5," ","Dominican Republic",0.77
"Dick Taylor","Lanquin Estate",1952,2017,"70%","U.S.A.",3.75," ","Guatemala",0.7
"Dick Taylor","Tien Giang",1864,2016,"78%","U.S.A.",3.5,"Trinitario","Vietnam",0.78
"Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,"70%","U.S.A.",3.75," ","Bolivia",0.7
"Dick Taylor","Elvesia",1235,2014,"74%","U.S.A.",3.5," ","Dominican Republic",0.74
"Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,"70%","U.S.A.",3.25," ","Ecuador",0.7
"Dick Taylor","Camino Verde",1193,2013,"76%","U.S.A.",3.5," ","Ecuador",0.76
"Dick Taylor","Bolivia",895,2012,"75%","U.S.A.",2.75," ","Bolivia",0.75
"Dick Taylor","Belize",955,2012,"72%","U.S.A.",2.75,"Trinitario","Belize",0.72
"Dick Taylor","Sambirano",661,2011,"80%","U.S.A.",2.75,"Trinitario","Madagascar",0.8
"Dick Taylor","Sambirano",661,2011,"72%","U.S.A.",3,"Trinitario","Madagascar",0.72
"Dick Taylor","Mantuano",682,2011,"75%","U.S.A.",2.75,"Criollo","Venezuela",0.75
"Dick Taylor","La Red",769,2011,"74%","U.S.A.",3," ","Dominican Republic",0.74
"Dick Taylor","Ecuador",769,2011,"70%","U.S.A.",3.25," ","Ecuador",0.7
